Station,Date,Tmax,Tmin,Tavg,DewPoint,PrecipTotal,StnPressure,SeaLevel,AvgSpeed,Rain,Mist,RelativeHumidity
1,2008-09-27,81,53,67.0,54,0.0,29.33,30.06,2.7,0,1,62.99339197054547
2,2008-09-27,80,55,67.5,54,0.0,29.39,30.04,3.1,0,1,61.91494916636016
1,2008-09-28,68,57,62.5,57,0.0,29.41,30.13,7.8,0,0,82.19139992898562
2,2008-09-28,69,60,64.5,57,0.0,29.46,30.11,7.4,0,0,76.62095296488005
1,2008-09-29,64,54,59.0,55,0.82,29.26,30.0,4.8,1,1,86.56035214336595
2,2008-09-29,65,56,60.5,57,0.11,29.31,29.99,4.4,1,1,88.21986291933034
1,2008-09-30,59,48,53.5,44,0.0,29.21,29.95,11.5,0,0,70.09255566843407
2,2008-09-30,61,48,54.5,45,0.01,29.27,29.94,9.5,0,0,70.20176480179336
1,2008-10-01,61,46,53.5,40,0.0,29.24,29.97,11.1,0,0,60.079467065451894
2,2008-10-01,62,46,54.0,41,0.0,29.3,29.96,11.0,0,0,61.32375039179685
1,2008-10-02,61,42,51.5,40,0.0,29.18,29.91,9.2,0,0,64.66718003465948
2,2008-10-02,62,43,52.5,40,0.0,29.24,29.92,10.1,0,0,62.32613120815109
1,2008-10-03,60,44,52.0,42,0.01,29.34,30.05,7.7,1,0,68.594699094363
2,2008-10-03,59,49,54.0,43,0.01,29.4,30.04,8.3,1,0,66.23707095046817
1,2008-10-04,61,38,49.5,38,0.0,29.51,30.23,4.4,0,0,64.4165240332853
2,2008-10-04,60,42,51.0,39,0.0,29.57,30.23,4.3,0,0,63.356719744112056
1,2008-10-05,61,41,51.0,43,0.06,29.51,30.25,6.6,1,0,73.96703003763615
2,2008-10-05,61,46,53.5,41,0.03,29.57,30.24,7.2,1,0,62.45608787214285
1,2008-10-06,69,54,61.5,47,0.0,29.49,30.23,10.7,0,0,58.88533051544664
2,2008-10-06,70,56,63.0,46,0.0,29.55,30.23,9.1,0,0,53.77999626270204
1,2008-10-07,63,56,59.5,52,0.8,29.24,30.01,11.3,1,1,76.17821838891169
2,2008-10-07,65,56,60.5,52,0.86,29.31,30.01,10.9,1,1,73.51260622375482
1,2008-10-08,64,50,57.0,51,0.19,29.13,29.85,8.1,1,1,80.3057586215734
2,2008-10-08,63,52,57.5,52,0.29,29.2,29.86,8.3,1,1,81.8406199760508
1,2008-10-09,69,47,58.0,38,0.0,29.36,30.05,5.8,0,0,47.19571875573779
2,2008-10-09,69,48,58.5,39,0.0,29.41,30.05,4.8,0,0,48.2070211919946
1,2008-10-10,72,42,57.0,42,0.0,29.47,30.18,6.7,0,0,57.15918089979204
2,2008-10-10,73,46,59.5,41,0.0,29.52,30.17,6.1,0,0,50.27450787173785
1,2008-10-11,79,51,65.0,50,0.0,29.52,30.24,5.0,0,0,58.263404009012845
2,2008-10-11,80,55,67.5,50,0.0,29.58,30.24,5.0,0,0,53.42436437958427
1,2008-10-12,84,57,70.5,56,0.0,29.55,30.27,5.1,0,1,60.08158524705676
2,2008-10-12,86,62,74.0,54,0.0,29.61,30.26,6.3,0,0,49.62759761861734
1,2008-10-13,77,61,69.0,58,0.0,29.47,30.21,8.1,0,0,67.97421871424493
2,2008-10-13,79,64,71.5,57,0.0,29.54,30.2,8.7,0,0,60.21171984709242
1,2008-10-14,69,53,61.0,43,0.0,29.49,30.22,6.8,1,0,51.480360585912535
2,2008-10-14,70,55,62.5,43,0.0,29.54,30.21,7.2,0,0,48.82151451883306
1,2008-10-15,63,47,55.0,50,0.3,29.34,30.06,6.3,1,1,83.19617868528599
2,2008-10-15,64,50,57.0,51,0.24,29.39,30.05,6.8,1,1,80.3057586215734
1,2008-10-16,59,43,51.0,38,0.0,29.52,30.25,7.5,0,0,60.92452053907438
2,2008-10-16,59,44,51.5,39,0.0,29.57,30.24,8.0,0,0,62.19558307701376
1,2008-10-17,57,43,50.0,39,0.0,29.53,30.26,7.2,0,0,65.75242568076895
2,2008-10-17,56,44,50.0,40,0.0,29.59,30.25,7.2,0,0,68.36536838876128
1,2008-10-18,60,43,51.5,40,0.05,29.58,30.32,6.1,1,1,64.66718003465948
2,2008-10-18,60,46,53.0,41,0.14,29.65,30.32,5.3,1,1,63.61186782925381
1,2008-10-19,62,40,51.0,37,0.0,29.49,30.24,12.4,0,0,58.575345146391214
2,2008-10-19,62,44,53.0,37,0.0,29.57,30.25,10.9,0,0,54.411066100116514
1,2008-10-20,55,43,49.0,42,0.18,29.48,30.21,7.6,1,1,76.67403248521762
2,2008-10-20,56,44,50.0,43,0.31,29.54,30.21,7.4,1,1,76.76394335154728
1,2008-10-21,55,38,46.5,35,0.0,29.64,30.37,8.7,0,0,64.03608186708783
2,2008-10-21,55,39,47.0,37,0.0,29.7,30.37,9.2,0,0,68.01707483049658
1,2008-10-22,52,35,43.5,30,0.0,29.65,30.39,13.1,0,0,58.69786890896624
2,2008-10-22,54,40,47.0,29,0.0,29.71,30.4,12.6,0,0,49.337280435516185
1,2008-10-23,58,41,49.5,36,0.16,29.5,30.27,11.8,1,0,59.534065150155115
2,2008-10-23,60,40,50.0,34,0.09,29.56,30.27,10.8,1,0,53.96805096116989
1,2008-10-24,54,44,49.0,44,0.32,29.18,29.96,6.1,1,1,82.78885643164726
2,2008-10-24,56,45,50.5,44,0.63,29.25,29.97,6.9,1,1,78.29131950077984
1,2008-10-25,53,43,48.0,40,0.0,29.02,29.77,12.3,1,1,73.66941748621115
2,2008-10-25,53,43,48.0,41,0.0,29.09,29.79,13.2,0,0,76.5836289292619
1,2008-10-26,56,37,46.5,32,0.0,29.1,29.8,17.8,1,0,56.78796036938514
2,2008-10-26,56,36,46.0,34,0.01,29.17,29.81,18.4,1,0,62.70842255443885
1,2008-10-27,47,33,40.0,27,0.0,29.51,30.2,14.4,0,0,59.41414120922067
2,2008-10-27,47,34,40.5,28,0.0,29.57,30.21,13.9,1,0,60.719713952677104
1,2008-10-28,45,31,38.0,23,0.0,29.54,30.29,10.9,0,0,54.38603340859517
2,2008-10-28,45,32,38.5,23,0.0,29.6,30.31,10.3,0,0,53.330732414944734
1,2008-10-29,51,32,41.5,24,0.0,29.47,30.21,6.2,0,0,49.49091833851615
2,2008-10-29,51,33,42.0,25,0.0,29.54,30.22,6.1,0,0,50.61410769880682
1,2008-10-30,62,31,46.5,32,0.0,29.57,30.31,10.4,0,0,56.78796036938514
2,2008-10-30,63,34,48.5,31,0.0,29.65,30.33,9.4,0,0,50.58732938328543
1,2008-10-31,70,48,59.0,46,0.0,29.57,30.3,7.4,0,0,61.97738545522772
2,2008-10-31,71,49,60.0,46,0.0,29.64,30.3,7.9,0,1,59.80411012425675
1,2009-05-01,60,46,53.0,40,0.02,29.26,29.98,8.5,1,0,61.191266511012884
2,2009-05-01,62,48,55.0,42,0.04,29.33,29.98,8.6,1,0,61.455645098499886
1,2009-05-02,66,44,55.0,33,0.0,29.21,29.94,9.2,0,0,43.137085499910384
2,2009-05-02,65,45,55.0,34,0.0,29.28,29.95,9.5,0,0,44.8993561106211
1,2009-05-03,70,43,56.5,34,0.0,29.19,29.92,4.9,0,0,42.521421017168684
2,2009-05-03,70,45,57.5,35,0.0,29.26,29.92,4.8,0,0,42.68234789804931
1,2009-05-04,70,43,56.5,34,0.0,29.31,30.02,7.6,0,0,42.521421017168684
2,2009-05-04,70,49,59.5,36,0.0,29.37,30.02,8.4,0,0,41.33733090510915
1,2009-05-05,71,49,60.0,40,0.0,29.22,29.95,6.0,0,0,47.50686073377498
2,2009-05-05,70,54,62.0,41,0.0,29.28,29.95,5.9,0,0,46.004384039886375
1,2009-05-06,75,51,63.0,51,0.67,29.05,29.79,8.1,1,1,64.85284088269587
2,2009-05-06,75,56,65.5,51,0.86,29.13,29.8,7.2,1,1,59.42261034224053
1,2009-05-07,77,56,66.5,52,0.19,29.01,29.73,10.3,1,1,59.55551988593967
2,2009-05-07,77,56,66.5,53,0.03,29.08,29.74,9.2,1,1,61.787537758349906
1,2009-05-08,77,53,65.0,53,0.02,28.94,29.68,6.0,1,0,65.0942414787659
2,2009-05-08,74,57,65.5,55,0.01,29.0,29.67,6.1,0,1,68.82231095476973
1,2009-05-09,63,46,54.5,44,0.0,29.19,29.87,11.8,0,0,67.57670298071915
2,2009-05-09,64,45,54.5,44,0.0,29.26,29.87,11.3,0,0,67.57670298071915
1,2009-05-10,67,40,53.5,39,0.0,29.41,30.11,8.4,0,0,57.783213727416125
2,2009-05-10,67,43,55.0,40,0.02,29.47,30.11,9.0,1,0,56.877374043567855
1,2009-05-11,61,39,50.0,35,0.0,29.47,30.2,4.6,0,0,56.1626043057132
2,2009-05-11,61,40,50.5,34,0.0,29.53,30.2,4.5,0,0,52.97468275605232
1,2009-05-12,71,39,55.0,34,0.0,29.38,30.13,9.6,0,0,44.8993561106211
2,2009-05-12,72,44,58.0,32,0.0,29.44,30.13,9.5,0,0,37.17664092117185
1,2009-05-13,70,53,61.5,56,0.55,29.01,29.76,16.4,1,1,82.12202923167601
2,2009-05-13,71,54,62.5,58,1.03,29.08,29.77,14.8,1,1,85.20450983150236
1,2009-05-14,68,53,60.5,44,0.0,29.31,30.0,10.7,0,0,54.44725062229963
2,2009-05-14,69,55,62.0,44,0.0,29.38,30.0,11.3,0,0,51.629312036145016
1,2009-05-15,61,52,56.5,51,0.39,29.28,30.0,8.8,1,1,81.76927196459728
2,2009-05-15,63,55,59.0,52,0.7,29.34,29.99,5.8,1,1,77.55150691172038
1,2009-05-16,62,45,53.5,40,0.0,29.36,30.05,12.5,0,1,60.079467065451894
2,2009-05-16,62,47,54.5,41,0.04,29.41,30.05,12.4,1,1,60.21433316597149
1,2009-05-17,63,39,51.0,27,0.0,29.6,30.32,6.2,0,0,39.1387442315929
2,2009-05-17,59,41,50.0,28,0.0,29.67,30.32,6.5,0,0,42.32526204728193
1,2009-05-18,66,40,53.0,33,0.0,29.54,30.29,9.9,0,0,46.408839010595536
2,2009-05-18,67,45,56.0,30,0.0,29.62,30.3,9.5,0,0,36.84958888644253
1,2009-05-19,80,52,66.0,44,0.0,29.48,30.21,13.8,0,0,44.881504027025485
2,2009-05-19,80,54,67.0,43,0.0,29.55,30.22,12.4,0,0,41.72497773363671
1,2009-05-20,84,61,72.5,44,0.0,29.4,30.13,14.6,0,0,35.92428053110473
2,2009-05-20,85,61,73.0,43,0.0,29.47,30.13,12.1,0,0,33.99657101708635
1,2009-05-21,84,60,72.0,49,0.0,29.38,30.09,12.8,0,0,44.13262654104418
2,2009-05-21,85,60,72.5,48,0.0,29.44,30.09,10.9,0,0,41.797953611673336
1,2009-05-22,69,53,61.0,46,0.0,29.46,30.18,10.7,0,0,57.71585872986358
2,2009-05-22,70,56,63.0,47,0.0,29.5,30.16,10.6,0,0,55.85035151680261
1,2009-05-23,80,50,65.0,50,0.0,29.33,30.06,5.7,0,0,58.263404009012845
2,2009-05-23,79,55,67.0,51,0.0,29.39,30.05,5.5,0,0,56.41023806472434
1,2009-05-24,71,55,63.0,46,0.0,29.34,30.07,11.0,0,0,53.77999626270204
2,2009-05-24,70,56,63.0,47,0.0,29.39,30.05,10.8,0,0,55.85035151680261
1,2009-05-25,67,54,60.5,43,0.04,29.28,30.02,10.8,1,0,52.40240854988324
2,2009-05-25,64,56,60.0,46,0.08,29.33,30.0,9.5,1,0,59.80411012425675
1,2009-05-26,74,53,63.5,51,1.73,29.08,29.82,7.8,1,1,63.72373375296883
2,2009-05-26,76,56,66.0,54,1.38,29.13,29.81,6.8,1,1,65.21411080812129
1,2009-05-27,73,55,64.0,58,0.02,28.95,29.68,7.2,1,1,80.83122457253185
2,2009-05-27,75,58,66.5,60,0.0,29.02,29.67,8.3,1,1,79.58550894823624
1,2009-05-28,62,54,58.0,51,0.0,29.06,29.76,8.1,0,0,77.46588457018464
2,2009-05-28,64,55,59.5,51,0.0,29.11,29.75,8.3,0,0,73.41453615094517
1,2009-05-29,74,50,62.0,49,0.0,29.17,29.88,6.9,0,0,62.362634612270064
2,2009-05-29,77,55,66.0,49,0.0,29.23,29.87,6.8,0,0,54.212011086396494
1,2009-05-30,79,50,64.5,46,0.0,29.09,29.81,6.8,1,0,51.025350994398586
2,2009-05-30,79,53,66.0,46,0.0,29.15,29.8,6.6,0,0,48.42797148268488
1,2009-05-31,73,45,59.0,41,0.0,29.21,29.94,4.6,0,0,51.180822118910676
2,2009-05-31,72,49,60.5,43,0.0,29.26,29.93,6.3,0,0,52.40240854988324
1,2009-06-01,78,51,64.5,53,0.44,29.19,29.89,11.1,1,0,66.24023419388054
2,2009-06-01,80,52,66.0,54,0.83,29.25,29.88,10.0,1,0,65.21411080812129
1,2009-06-02,60,48,54.0,46,0.12,29.36,30.09,8.0,1,1,74.2599582859819
2,2009-06-02,61,50,55.5,47,0.06,29.42,30.07,9.2,1,1,73.01714941247994
1,2009-06-03,61,43,52.0,39,0.0,29.42,30.15,10.7,0,0,61.058190785103065
2,2009-06-03,61,47,54.0,40,0.0,29.47,30.13,11.4,0,0,58.99021804785905
1,2009-06-04,68,42,55.0,37,0.0,29.31,30.05,5.9,0,0,50.5751675874962
2,2009-06-04,68,47,57.5,38,0.0,29.36,30.05,6.4,0,0,48.052089632566855
1,2009-06-05,79,44,61.5,44,0.0,29.18,29.91,6.7,0,0,52.55004569837409
2,2009-06-05,80,47,63.5,43,0.0,29.23,29.91,7.2,0,0,47.13455328616175
1,2009-06-06,63,51,57.0,45,0.02,29.2,29.93,7.7,0,0,64.11514175131302
2,2009-06-06,66,55,60.5,48,0.0,29.26,29.92,7.2,1,0,63.3494567503882
1,2009-06-07,73,52,62.5,53,0.04,29.14,29.87,6.9,0,1,71.05598885613426
2,2009-06-07,74,56,65.0,54,0.0,29.21,29.86,7.7,1,1,67.52304382783947
1,2009-06-08,80,52,66.0,60,0.45,29.06,29.77,9.2,1,1,80.97766421415629
2,2009-06-08,82,55,68.5,61,0.3,29.11,29.76,10.0,1,1,76.96681194442982
1,2009-06-09,67,55,61.0,53,0.0,29.23,29.94,6.3,1,1,74.92573641260748
2,2009-06-09,67,56,61.5,53,0.0,29.29,29.94,7.9,1,1,73.61017195873472
1,2009-06-10,67,54,60.5,49,0.01,29.15,29.89,8.7,1,0,65.76640017639664
2,2009-06-10,67,55,61.0,50,0.04,29.21,29.88,9.2,1,0,67.06320485667815
1,2009-06-11,64,53,58.5,51,0.01,29.11,29.83,10.3,1,1,76.08825296936972
2,2009-06-11,60,53,56.5,53,1.14,29.17,29.82,9.0,1,1,88.02737514612235
1,2009-06-12,74,49,61.5,49,0.0,29.24,29.95,5.8,1,0,63.47478146622407
2,2009-06-12,72,50,61.0,49,0.0,29.3,29.95,6.7,0,0,64.60920574472077
1,2009-06-13,68,54,61.0,51,0.33,29.28,30.0,6.7,1,1,69.59906401503227
2,2009-06-13,66,56,61.0,52,0.31,29.34,29.99,7.6,1,0,72.21911321893865
1,2009-06-14,77,51,64.0,48,0.0,29.29,30.01,4.7,0,0,55.99116062352123
2,2009-06-14,76,54,65.0,50,0.0,29.34,30.0,5.8,0,0,58.263404009012845
1,2009-06-15,81,53,67.0,49,0.0,29.28,30.01,6.4,0,0,52.36594383575726
2,2009-06-15,81,57,69.0,49,0.0,29.34,29.99,7.7,0,1,48.88163366835733
1,2009-06-16,71,59,65.0,55,1.23,29.15,29.89,11.8,1,1,70.0313463066751
2,2009-06-16,71,64,67.5,57,1.07,29.21,29.87,10.7,1,1,69.04174667189581
1,2009-06-17,71,61,66.0,59,0.0,29.16,29.88,6.2,0,1,78.13813236389119
2,2009-06-17,73,63,68.0,60,0.0,29.21,29.87,6.7,0,1,75.56758222782685
1,2009-06-18,80,61,70.5,63,0.12,29.08,29.97,7.9,1,1,77.13703064872199
2,2009-06-18,81,63,72.0,64,0.11,29.15,29.79,5.8,0,1,75.92400854975992
1,2009-06-19,86,65,75.5,67,3.97,28.97,29.7,11.6,1,1,74.92484667346494
2,2009-06-19,88,66,77.0,68,0.87,29.03,29.68,10.5,1,1,73.78055835142726
1,2009-06-20,87,68,77.5,65,0.0,29.08,29.76,8.6,0,0,65.40474974154682
2,2009-06-20,88,69,78.5,65,0.0,29.13,29.74,8.6,0,0,63.28033982249677
1,2009-06-21,84,70,77.0,63,0.01,29.12,29.82,3.9,0,0,61.99943468829765
2,2009-06-21,86,71,78.5,64,0.0,29.17,29.8,3.5,1,0,61.10744277344906
1,2009-06-22,89,68,78.5,67,0.09,29.09,29.79,5.6,1,0,67.83062517530321
2,2009-06-22,89,70,79.5,67,0.06,29.15,29.77,7.2,0,0,65.63634255730933
1,2009-06-23,94,71,82.5,69,0.0,29.16,29.87,3.5,0,0,63.760815663944356
2,2009-06-23,92,75,83.5,68,0.0,29.22,29.85,4.5,0,0,59.64648765058298
1,2009-06-24,94,75,84.5,68,0.04,29.16,29.87,5.8,0,0,57.75548335231764
2,2009-06-24,93,73,83.0,68,0.78,29.21,29.85,4.3,0,1,60.6180759215565
1,2009-06-25,94,75,84.5,69,0.0,29.08,29.8,4.9,0,0,59.77413650918256
2,2009-06-25,93,76,84.5,68,0.0,29.15,29.77,4.6,0,0,57.75548335231764
1,2009-06-26,86,69,77.5,60,0.0,29.28,29.85,8.2,0,0,54.8384243636753
2,2009-06-26,86,72,79.0,61,0.0,29.2,29.83,8.0,0,0,54.07945083337518
1,2009-06-27,89,62,75.5,61,0.3,29.1,29.82,6.9,1,0,60.72679995955499
2,2009-06-27,90,67,78.5,60,0.05,29.18,29.8,6.9,1,0,53.057218975326194
1,2009-06-28,83,66,74.5,53,0.0,29.0,29.73,13.6,0,0,47.046923713134895
2,2009-06-28,83,68,75.5,53,0.0,29.08,29.71,14.6,0,0,45.5000020695076
1,2009-06-29,77,63,70.0,54,0.0,28.89,29.6,12.7,0,0,56.82433111207962
2,2009-06-29,78,65,71.5,54,0.0,28.95,29.59,14.1,0,0,53.99639715472857
1,2009-06-30,66,59,62.5,53,0.0,28.95,29.65,9.1,0,0,71.05598885613426
2,2009-06-30,68,61,64.5,53,0.0,29.0,29.64,8.3,0,0,66.24023419388054
1,2009-07-01,65,57,61.0,52,0.0,29.07,29.77,8.7,1,0,72.21911321893865
2,2009-07-01,65,57,61.0,54,0.02,29.13,29.76,7.4,1,1,77.72137240852535
1,2009-07-02,73,59,66.0,54,0.0,29.26,29.95,8.8,0,0,65.21411080812129
2,2009-07-02,73,60,66.5,55,0.0,29.31,29.94,7.6,0,0,66.47384401281147
1,2009-07-03,79,63,71.0,56,0.0,29.36,30.06,5.8,0,0,59.06790251386605
2,2009-07-03,79,62,70.5,56,0.0,29.41,30.05,6.5,0,0,60.08158524705676
1,2009-07-04,69,59,64.0,58,0.2,29.26,29.99,3.8,1,1,80.83122457253185
2,2009-07-04,69,63,66.0,58,0.12,29.31,29.98,4.7,1,1,75.38657818859312
1,2009-07-05,81,57,69.0,58,0.05,29.2,29.92,2.4,1,1,67.97421871424493
2,2009-07-05,82,61,71.5,59,0.03,29.25,29.9,2.6,0,1,64.6973112991367
1,2009-07-06,86,60,73.0,54,0.0,29.14,29.86,7.8,0,0,51.325595364126016
2,2009-07-06,85,63,74.0,54,0.0,29.2,29.84,5.5,0,0,49.62759761861734
1,2009-07-07,77,59,68.0,54,0.0,29.18,29.89,7.0,1,0,60.85718486364794
2,2009-07-07,76,65,70.5,55,0.0,29.24,29.88,7.5,0,0,57.938793559595666
1,2009-07-08,65,61,63.0,56,0.06,29.28,29.99,7.0,1,0,77.88941931232117
2,2009-07-08,68,62,65.0,55,0.17,29.34,29.98,7.4,1,0,70.0313463066751
1,2009-07-09,79,59,69.0,57,0.0,29.35,30.07,6.9,0,0,65.5704282115032
2,2009-07-09,80,63,71.5,58,0.0,29.41,30.05,7.3,0,0,62.41906184973005
1,2009-07-10,82,63,72.5,64,0.08,29.34,30.06,4.9,1,1,74.65098623820008
2,2009-07-10,84,67,75.5,65,0.12,29.41,30.04,4.6,1,1,69.89865929131373
1,2009-07-11,85,63,74.0,59,0.25,29.34,30.04,7.0,0,1,59.462710501950724
2,2009-07-11,85,68,76.5,60,1.12,29.39,30.02,7.6,0,1,56.687180813226
1,2009-07-12,82,58,70.0,51,0.0,29.35,30.07,5.7,0,0,50.88587779810227
2,2009-07-12,82,60,71.0,50,0.0,29.41,30.05,5.2,0,0,47.38959457661924
1,2009-07-13,79,61,70.0,46,0.0,29.36,30.07,5.8,0,0,42.19772458011855
2,2009-07-13,78,66,72.0,48,0.0,29.41,30.05,7.4,0,0,42.51073357891207
1,2009-07-14,80,55,67.5,51,0.0,29.34,30.07,7.5,0,0,55.44449843045084
2,2009-07-14,81,60,70.5,49,0.0,29.41,30.06,7.7,0,0,46.43900704088103
1,2009-07-15,85,65,75.0,62,0.68,29.18,29.9,12.4,0,1,63.97388267125127
2,2009-07-15,86,67,76.5,62,0.32,29.23,29.88,13.8,1,1,60.85421683795749
1,2009-07-16,80,64,72.0,56,0.0,29.17,29.89,10.8,0,0,57.09764985646776
2,2009-07-16,82,65,73.5,57,0.17,29.23,29.88,10.3,0,0,56.27781926065797
1,2009-07-17,70,57,63.5,51,0.0,29.15,29.87,10.8,0,0,63.72373375296883
2,2009-07-17,70,58,64.0,52,0.0,29.21,29.86,10.4,1,0,64.97381909913064
1,2009-07-18,72,57,64.5,52,0.0,29.31,30.01,8.2,0,0,63.84736676531237
2,2009-07-18,73,58,65.5,52,0.0,29.36,30.0,7.1,0,0,61.65956805316032
1,2009-07-19,71,57,64.0,52,0.0,29.39,30.11,4.0,0,0,64.97381909913064
2,2009-07-19,73,60,66.5,53,0.0,29.45,30.1,4.6,0,0,61.787537758349906
1,2009-07-20,76,55,65.5,55,0.0,29.36,30.09,5.5,0,0,68.82231095476973
2,2009-07-20,76,59,67.5,56,0.0,29.42,30.08,6.5,0,0,66.58983211887326
1,2009-07-21,80,58,69.0,57,0.04,29.28,30.01,5.8,1,0,65.5704282115032
2,2009-07-21,82,64,73.0,56,0.0,29.33,29.99,6.3,0,0,55.200930061577466
1,2009-07-22,78,63,70.5,61,0.0,29.23,29.95,5.0,0,1,71.87676509190885
2,2009-07-22,79,66,72.5,59,0.0,29.28,29.93,5.9,0,1,62.54371924627896
1,2009-07-23,82,62,72.0,58,0.0,29.21,29.93,5.0,1,1,61.37030585532472
2,2009-07-23,79,63,71.0,60,0.1,29.26,29.91,6.0,0,1,68.19661499378506
1,2009-07-24,83,61,72.0,59,0.14,29.08,29.83,9.8,1,0,63.61027648899768
2,2009-07-24,83,62,72.5,60,0.19,29.14,29.82,9.6,1,0,64.81655169646837
1,2009-07-25,81,66,73.5,58,0.0,29.02,29.73,11.1,0,0,58.34094575142036
2,2009-07-25,81,66,73.5,59,0.0,29.08,29.71,11.5,0,0,60.47034698875425
1,2009-07-26,82,63,72.5,58,0.0,29.13,29.82,8.6,1,0,60.34130633180935
2,2009-07-26,82,64,73.0,59,0.0,29.18,29.8,9.4,0,0,61.497214552500836
1,2009-07-27,84,64,74.0,61,0.02,29.13,29.86,10.1,1,0,63.85321833711421
2,2009-07-27,84,66,75.0,61,0.03,29.21,29.85,9.6,1,0,61.74940279437605
1,2009-07-28,84,66,75.0,60,0.01,29.08,29.78,8.0,1,0,59.593225297204334
2,2009-07-28,86,68,77.0,62,0.01,29.13,29.77,7.7,0,0,59.85263617264551
1,2009-07-29,81,62,71.5,51,0.0,29.13,29.84,7.1,0,0,48.35347840230405
2,2009-07-29,79,66,72.5,52,0.0,29.19,29.82,7.1,0,0,48.50359675412502
1,2009-07-30,79,59,69.0,57,0.0,29.15,29.85,5.5,0,0,65.5704282115032
2,2009-07-30,80,65,72.5,57,0.0,29.2,29.84,6.3,0,0,58.20744055406212
1,2009-07-31,81,58,69.5,54,0.0,29.23,29.94,7.3,0,0,57.80364762458574
2,2009-07-31,82,62,72.0,55,0.0,29.29,29.92,6.7,0,0,55.06127932824511
1,2009-08-01,75,61,68.0,59,0.0,29.18,29.91,11.4,1,0,72.91775824653783
2,2009-08-01,75,63,69.0,59,0.01,29.24,29.9,10.5,0,0,70.4552272678883
1,2009-08-02,78,57,67.5,51,0.0,29.2,29.93,9.6,0,0,55.44449843045084
2,2009-08-02,79,58,68.5,52,0.0,29.26,29.92,8.4,0,0,55.58474905915537
1,2009-08-03,84,67,75.5,60,0.07,29.1,29.82,12.4,0,0,58.606329904418416
2,2009-08-03,86,68,77.0,61,0.06,29.17,29.81,11.3,1,0,57.7714589924489
1,2009-08-04,85,67,76.0,61,0.0,29.17,29.87,5.8,0,1,59.72319979400966
2,2009-08-04,86,69,77.5,63,0.0,29.21,29.85,6.2,0,1,60.98109701730182
1,2009-08-05,79,61,70.0,54,0.0,29.34,30.05,4.2,0,0,56.82433111207962
2,2009-08-05,79,66,72.5,56,0.0,29.4,30.03,5.6,0,0,56.14029020708522
1,2009-08-06,82,60,71.0,51,0.0,29.39,30.09,5.4,0,0,49.18153603952177
2,2009-08-06,81,62,71.5,51,0.0,29.44,30.08,5.5,0,0,48.35347840230405
1,2009-08-07,74,64,69.0,59,0.33,29.36,30.09,7.8,1,1,70.4552272678883
2,2009-08-07,74,67,70.5,59,0.23,29.41,30.08,7.2,1,1,66.93456313998618
1,2009-08-08,89,68,78.5,70,0.02,29.2,29.92,13.6,1,1,75.19457027742651
2,2009-08-08,89,69,79.0,70,0.08,29.26,29.92,12.8,1,1,73.96706755032609
1,2009-08-09,91,77,84.0,71,0.18,29.23,29.94,12.9,0,0,65.03611993661221
2,2009-08-09,92,77,84.5,72,0.02,29.29,29.92,12.3,0,0,66.20628937565867
1,2009-08-10,85,70,77.5,65,0.0,29.24,29.95,7.2,0,0,65.40474974154682
2,2009-08-10,86,71,78.5,66,0.0,29.31,29.94,8.9,0,0,65.52080686719891
1,2009-08-11,82,62,72.0,61,0.0,29.3,30.0,8.0,0,0,68.30702534158651
2,2009-08-11,81,65,73.0,62,0.0,29.36,29.98,8.7,0,0,68.41691426823859
1,2009-08-12,83,60,71.5,55,0.0,29.39,30.09,5.9,0,0,56.00222048782242
2,2009-08-12,82,63,72.5,56,0.0,29.44,30.07,7.0,0,0,56.14029020708522
1,2009-08-13,86,60,73.0,55,0.0,29.38,30.1,3.8,0,0,53.23220547500601
2,2009-08-13,86,63,74.5,55,0.0,29.44,30.09,4.0,0,0,50.61522083014122
1,2009-08-14,88,63,75.5,59,0.0,29.38,30.1,5.7,0,0,56.55126272008183
2,2009-08-14,88,67,77.5,59,0.0,29.44,30.08,6.5,0,0,52.91548111617437
1,2009-08-15,89,67,78.0,61,0.0,29.32,30.04,8.9,0,0,55.89116901040809
2,2009-08-15,89,70,79.5,61,0.0,29.38,30.02,8.7,0,0,53.198441124954265
1,2009-08-16,88,70,79.0,67,0.63,29.27,29.99,10.2,0,0,66.72333408930567
2,2009-08-16,90,71,80.5,68,0.27,29.34,29.97,10.1,1,0,65.75135938995166
1,2009-08-17,83,70,76.5,68,0.33,29.28,30.0,5.8,1,1,75.0152104143298
2,2009-08-17,83,71,77.0,68,0.59,29.34,29.98,7.5,1,1,73.78055835142726
1,2009-08-18,83,65,74.0,59,0.0,29.28,29.99,8.1,0,0,59.462710501950724
2,2009-08-18,84,66,75.0,61,0.0,29.33,29.97,8.3,0,0,61.74940279437605
1,2009-08-19,83,59,71.0,60,0.35,29.08,29.83,8.7,1,0,68.19661499378506
2,2009-08-19,81,64,72.5,62,0.61,29.15,29.82,8.2,0,1,69.5811722340104
1,2009-08-20,78,64,71.0,61,0.07,28.93,29.66,12.5,1,0,70.66407678830186
2,2009-08-20,79,64,71.5,61,0.12,29.0,29.65,12.7,1,1,69.47432280391081
1,2009-08-21,73,59,66.0,58,0.16,29.07,29.75,10.7,1,0,75.38657818859312
2,2009-08-21,74,59,66.5,58,0.05,29.13,29.75,13.2,1,0,74.09054399418378
