Date,AddressNumberAndStreet,Species,WnvPresent,NumMosquitos,NumEntries,AvgMosquitos,Trap,Address,Block,Street,Latitude,Longitude,AddressAccuracy,Overall Latitude,Overall Longitude,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Date_Sprayed
2007-07-11,"4200  W 31ST ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T036,"4200 West 31st Street, Chicago, IL 60623, USA",42, W 31ST ST,41.837085,-87.729384,9,41.837,-87.729,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4900  W BALMORAL AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T025,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,9,41.979,-87.751,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6000  N AVONDALE AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T006,"6000 North Avondale Avenue, Chicago, IL 60631, USA",60, N AVONDALE AVE,41.990284,-87.797127,8,41.99,-87.797,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4100  N OAK PARK AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,18,1,18.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4100  N OAK PARK AVE, Chicago, IL",CULEX RESTUANS,0,7,1,7.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4200  N RICHMOND ST, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,41.958271,-87.702575,9,41.958,-87.703,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4200  N RICHMOND ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,13,1,13.0,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,41.958271,-87.702575,9,41.958,-87.703,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4200  N RICHMOND ST, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,41.958271,-87.702575,9,41.958,-87.703,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4900  W SUNNYSIDE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T004,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",49, W SUNNYSIDE AVE,41.962728,-87.748367,9,41.963,-87.748,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4200  W 127TH PL, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4200  W 127TH PL, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T145,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,3,41.878,-87.63,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T145,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,3,41.878,-87.63,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4600  N MILWAUKEE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T003,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",46, N MILWAUKEE AVE,41.964242,-87.757639,8,41.964,-87.758,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4700  S CORNELL AVE, Chicago, IL",CULEX SALINARIUS,0,1,1,1.0,T075,"4700 South Cornell Avenue, Chicago, IL 60615, USA",47, S CORNELL AVE,41.799282,-87.585487,8,41.799,-87.585,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4900  W BALMORAL AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,7,1,7.0,T025,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,9,41.979,-87.751,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4200  W 127TH PL, Chicago, IL",CULEX PIPIENS/RESTUANS,0,18,1,18.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"6100  S MELVINA AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T071,"6100 South Melvina Avenue, Chicago, IL 60638, USA",61, S MELVINA AVE,41.781416,-87.776532,8,41.781,-87.777,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7200  N OKETO AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,51,2,25.5,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,8,42.012,-87.812,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6100  W FULLERTON AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T013,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,9,41.924,-87.785,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7500  N OAKLEY AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,8,42.017,-87.688,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7500  N OAKLEY AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,8,42.017,-87.688,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7500  N OAKLEY AVE, Chicago, IL",CULEX SALINARIUS,0,1,1,1.0,T148,"7500 North Oakley Avenue, Chicago, IL 60645, USA",75, N OAKLEY AVE,42.01743,-87.687769,8,42.017,-87.688,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7700  S EBERHART AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T080,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,9,41.755,-87.613,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7700  S EBERHART AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T080,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",77, S EBERHART AVE,41.754676,-87.612922,9,41.755,-87.613,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7900  S CHICAGO AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,9,41.754,-87.591,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7300  S CICERO AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,9,1,9.0,T067,"7300 Cicero Avenue, Chicago, IL 60638, USA",73, S CICERO AVE,41.759346,-87.745602,9,41.759,-87.746,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7900  S CHICAGO AVE, Chicago, IL",CULEX RESTUANS,0,7,1,7.0,T083,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",79, S CHICAGO AVE,41.754292,-87.590773,9,41.754,-87.591,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7900  W FOSTER AVE, Chicago, IL",CULEX RESTUANS,0,3,2,1.5,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,8,41.974,-87.825,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"9100  W HIGGINS AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,8,41.982,-87.813,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"9100  W HIGGINS AVE, Chicago, IL",CULEX RESTUANS,0,14,1,14.0,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,8,41.982,-87.813,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T162,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,8,41.726,-87.614,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"9600  S HOYNE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,17,1,17.0,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",96, S HOYNE AVE,41.719059,-87.675088,9,41.719,-87.675,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"9600  S HOYNE AVE, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T161,"9600 South Hoyne Avenue, Chicago, IL 60643, USA",96, S HOYNE AVE,41.719059,-87.675088,9,41.719,-87.675,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7900  W FOSTER AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,8,41.974,-87.825,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6100  W FULLERTON AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T013,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",61, W FULLERTON AVE,41.923738,-87.785288,9,41.924,-87.785,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7200  N OKETO AVE, Chicago, IL",CULEX RESTUANS,0,12,2,6.0,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,8,42.012,-87.812,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7200  N OKETO AVE, Chicago, IL",CULEX PIPIENS,0,3,1,3.0,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,8,42.012,-87.812,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6200  N MANDELL AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T007,"6200 North Mandell Avenue, Chicago, IL 60646, USA",62, N MANDELL AVE,41.994991,-87.769279,9,41.995,-87.769,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6300  W 64TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T155,"6300 West 64th Street, Chicago, IL 60638, USA",63, W 64TH ST,41.776156,-87.778927,9,41.776,-87.779,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"6400  S STONY ISLAND AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T077,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",64, S STONY ISLAND AVE,41.778748,-87.586427,8,41.779,-87.586,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"6400  W STRONG ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T014,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,8,41.97,-87.788,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6400  W STRONG ST, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T014,"6400 West Strong Street, Chicago, IL, USA",64, W STRONG ST,41.970248,-87.787992,8,41.97,-87.788,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6500  N OAK PARK AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,8,41.999,-87.796,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4100  N OAK PARK AVE, Chicago, IL",CULEX PIPIENS,0,2,1,2.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"6700  S KEDZIE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,4,1,4.0,T066,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",67, S KEDZIE AVE,41.77166,-87.703047,8,41.772,-87.703,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7000   W ARMITAGE AVENUE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,4,1,4.0,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,8,41.916,-87.801,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7000   W ARMITAGE AVENUE, Chicago, IL",CULEX RESTUANS,0,8,1,8.0,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,8,41.916,-87.801,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7000  N MOSELL AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,39,1,39.0,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,9,42.008,-87.778,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7000  N MOSELL AVE, Chicago, IL",CULEX RESTUANS,0,14,1,14.0,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,9,42.008,-87.778,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"7100  S SOUTH SHORE DR, Chicago, IL",CULEX PIPIENS/RESTUANS,0,6,1,6.0,T079,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,9,41.766,-87.563,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7100  S SOUTH SHORE DR, Chicago, IL",CULEX RESTUANS,0,6,1,6.0,T079,"7100 South South Shore Drive, Chicago, IL 60649, USA",71, S SOUTH SHORE DR,41.766202,-87.562889,9,41.766,-87.563,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"6800  W BELDEN AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T037,"6800 West Belden Avenue, Chicago, IL 60707, USA",68, W BELDEN AVE,41.921177,-87.79518,8,41.921,-87.795,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4000  S DEARBORN ST, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,41.821582,-87.627796,9,41.822,-87.628,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"7000  N MOSELL AVE, Chicago, IL",CULEX PIPIENS,0,5,1,5.0,T008,"7000 North Moselle Avenue, Chicago, IL 60646, USA",70, N MOSELL AVE,42.008314,-87.777921,9,42.008,-87.778,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"4000  N TRIPP AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T001,"4000 North Tripp Avenue, Chicago, IL 60641, USA",40, N TRIPP AVE,41.953705,-87.733974,8,41.954,-87.734,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"1100  S STATE ST, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T092,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,8,41.869,-87.628,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  S STATE ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,5,1,5.0,T092,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,8,41.869,-87.628,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  W CHICAGO, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,8,41.896,-87.655,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  W CHICAGO, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,8,41.896,-87.655,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  W ROOSEVELT, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,8,41.867,-87.654,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  W ROOSEVELT, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,8,41.867,-87.654,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  S PEORIA ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,14,1,14.0,T091,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,41.862292,-87.64886,8,41.862,-87.649,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1400  N HUMBOLDT DR, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T033,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,9,41.907,-87.701,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1500  W WEBSTER AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,8,41.922,-87.666,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1700  N PULASKI RD, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T039,"1700 North Pulaski Road, Chicago, IL 60639, USA",17, N PULASKI RD,41.911824,-87.726737,9,41.912,-87.727,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1700  W 95TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T094,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,9,41.721,-87.666,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1800  W FARWELL AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T150,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,9,42.007,-87.676,1,77,62,70.0,51,0.0,5.0, ,0.00,29.23,29.93,8.8,30,10.9,
2007-07-11,"2000  E 111TH ST, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T084,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,41.692555,-87.598865,8,41.693,-87.599,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"2000  E 111TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,4,1,4.0,T084,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,41.692555,-87.598865,8,41.693,-87.599,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1500  W WEBSTER AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,4,1,4.0,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,8,41.922,-87.666,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"2000  E 111TH ST, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T084,"2000 East 111th Street, Chicago, IL 60628, USA",20, E 111TH ST,41.692555,-87.598865,8,41.693,-87.599,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  S PEORIA ST, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T091,"1100 South Peoria Street, Chicago, IL 60608, USA",11, S PEORIA ST,41.862292,-87.64886,8,41.862,-87.649,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  S CALIFORNIA, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T047,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,9,41.868,-87.696,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"4000  S DEARBORN ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,11,1,11.0,T081,"4000 South Dearborn Street, Chicago, IL 60609, USA",40, S DEARBORN ST,41.821582,-87.627796,9,41.822,-87.628,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  E 67TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T073,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,8,41.773,-87.601,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  E 67TH ST, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T073,"1000 East 67th Street, Chicago, IL 60637, USA",10, E 67TH ST,41.773215,-87.60088,8,41.773,-87.601,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  N CENTRAL PARK DR, Chicago, IL",CULEX PIPIENS,0,5,1,5.0,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,9,41.899,-87.717,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  N CENTRAL PARK DR, Chicago, IL",CULEX PIPIENS/RESTUANS,0,6,1,6.0,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,9,41.899,-87.717,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  N CENTRAL PARK DR, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T030,"1000 North Central Park Avenue, Chicago, IL 60651, USA",10, N CENTRAL PARK DR,41.89923,-87.716788,9,41.899,-87.717,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1100  S CALIFORNIA, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T047,"1100 South California Avenue, Chicago, IL 60612, USA",11, S CALIFORNIA,41.868142,-87.696269,9,41.868,-87.696,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  S CALIFORNIA AVE, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T088,"1000 South California Avenue, Chicago, IL 60612, USA",10, S CALIFORNIA AVE,41.869107,-87.696293,9,41.869,-87.696,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  S VINCENNES, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T089,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,5,41.723,-87.65,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
2007-07-11,"1000  W 95TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,15,1,15.0,T085,"1000 West 95th Street, Chicago, IL 60643, USA",10, W 95TH ST,41.721474,-87.648064,8,41.721,-87.648,2,77,63,70.0,51,0.0,5.0, ,0.00,29.28,29.92,9.1,30,11.2,
